Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities,Size_Missing,Size_Numeric,Bedrooms_Numeric,Neighborhood,Property_Type_Encoded,Listing_Date,Listing_Day,Listing_Month,Listing_DayOfWeek,Amenities_Clean,Total_Amenities,Has_Parking,Has_Swimming_Pool,Has_Gym,Has_Garden,Has_CCTV,Has_Backup_Generator,Has_Fibre_Internet,Has_Gated_Community,Price_Per_SqM,Bed_Bath_Ratio,Total_Rooms,Size_Per_Bedroom,Luxury_Score,Size_Category,Price_Category,Bedroom_Category,Neighborhood_Popularity,Is_Weekend_Listing
Nairobi - Lavington,House,5 bedrooms,5.0,"0,13 m²",575000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,13.0,5,Lavington,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21,1,0,0,1,1,1,1,1,44230.769230769234,1.0,10.0,2.6,4.0,Small,Premium,Large,102,0
Nairobi - Lavington,House,5 bedrooms,7.0,,780000,19 February 2026,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Alarm, Aircon, Balcony, CCTV, BBQ, Electric Fence, Borehole, Garden, Parking, Swimming Pool, Staff Quarters, Gated Community, Kids Play Area, Shopping Centre, School, Scenic View",1,320.0,5,Lavington,1,2026-02-19,19,2,3,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Alarm, Aircon, Balcony, CCTV, BBQ, Electric Fence, Borehole, Garden, Parking, Swimming Pool, Staff Quarters, Gated Community, Kids Play Area, Shopping Centre, School, Scenic View",20,1,1,0,1,1,0,1,1,2437.5,0.7142857142857143,12.0,64.0,5.5,Large,Luxury,Large,102,0
Nairobi - Karen,House,5 bedrooms,5.0,449 m²,250000,19 February 2026,"En Suite, Fibre Internet, Service Charge Included, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,449.0,5,Karen,1,2026-02-19,19,2,3,"En Suite, Fibre Internet, Service Charge Included, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13,1,0,0,1,0,0,1,1,556.7928730512249,1.0,10.0,89.8,1.5,Very Large,Budget,Large,45,0
Nairobi - Nyari,House,2 bedrooms,2.0,98 m²,190000,19 February 2026,"Backup Generator, Alarm, Serviced, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Furnished, Garden, Gated Community, Wheelchair Access, Borehole, Electric Fence, CCTV, Parking, BBQ, Balcony, Kids Play Area, Golf Course, Bus Stop, Shopping Centre, Hospital, Scenic View, School",0,98.0,2,Nyari,1,2026-02-19,19,2,3,"Backup Generator, Alarm, Serviced, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Furnished, Garden, Gated Community, Wheelchair Access, Borehole, Electric Fence, CCTV, Parking, BBQ, Balcony, Kids Play Area, Golf Course, Bus Stop, Shopping Centre, Hospital, Scenic View, School",24,1,0,0,1,1,1,1,1,1938.7755102040817,1.0,4.0,49.0,4.0,Small,Budget,Small,20,0
Nairobi - Spring Valley,House,4 bedrooms,4.0,,280000,19 February 2026,"Backup Generator, Alarm, Serviced, Service Charge Included, En Suite, Fibre Internet, Walk In Closet, Electric Fence, Swimming Pool, Staff Quarters, Parking, Gym, Wheelchair Access, Gated Community, Garden, Borehole, CCTV, BBQ, Balcony, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,300.0,4,Spring Valley,1,2026-02-19,19,2,3,"Backup Generator, Alarm, Serviced, Service Charge Included, En Suite, Fibre Internet, Walk In Closet, Electric Fence, Swimming Pool, Staff Quarters, Parking, Gym, Wheelchair Access, Gated Community, Garden, Borehole, CCTV, BBQ, Balcony, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",26,1,1,1,1,1,1,1,1,933.3333333333334,1.0,8.0,75.0,9.0,Medium,Mid-Range,Medium,18,0
Nairobi - Kitisuru,House,5 bedrooms,4.0,4.046 m²,650000,19 February 2026,"Backup Generator, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, CCTV, Electric Fence, Gated Community, Garden",0,4.046,5,Kitisuru,1,2026-02-19,19,2,3,"Backup Generator, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, CCTV, Electric Fence, Gated Community, Garden",12,1,0,0,1,1,1,1,1,160652.4962926347,1.25,9.0,0.8092,4.0,Small,Luxury,Large,27,0
Nairobi - Runda,House,4 bedrooms,5.0,"0,5 m²",380000,20 January 2026,"Aircon, Alarm, Backup Generator, Walk In Closet, Service Charge Included, En Suite, Fibre Internet, Balcony, BBQ, Parking, Kids Play Area, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",0,5.0,4,Runda,1,2026-01-20,20,1,1,"Aircon, Alarm, Backup Generator, Walk In Closet, Service Charge Included, En Suite, Fibre Internet, Balcony, BBQ, Parking, Kids Play Area, Staff Quarters, CCTV, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",24,1,0,0,1,1,1,1,1,76000.0,0.8,9.0,1.25,4.0,Small,Mid-Range,Medium,85,0
Nairobi - Lavington,House,4 bedrooms,4.0,526 m²,350000,26 February 2025,"Backup Generator, Walk In Closet, En Suite, Electric Fence, Swimming Pool, Parking, Kids Play Area, Borehole, CCTV, Bus Stop, Shopping Centre, Hospital, School",0,526.0,4,Lavington,1,2025-02-26,26,2,2,"Backup Generator, Walk In Closet, En Suite, Electric Fence, Swimming Pool, Parking, Kids Play Area, Borehole, CCTV, Bus Stop, Shopping Centre, Hospital, School",13,1,1,0,0,1,1,0,0,665.3992395437263,1.0,8.0,131.5,5.5,Very Large,Mid-Range,Medium,102,0
Kajiado County - Ngong,House,5 bedrooms,4.0,278 m²,110000,11 November 2025,,0,278.0,5,Kajiado County - Ngong,1,2025-11-11,11,11,1,,0,0,0,0,0,0,0,0,0,395.68345323741005,1.25,9.0,55.6,0.0,Medium,Budget,Large,1,0
Nairobi - Karen,House,5 bedrooms,5.0,,450000,19 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",1,320.0,5,Karen,1,2026-02-19,19,2,3,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",23,1,0,0,1,1,1,1,1,1406.25,1.0,10.0,64.0,4.0,Large,Premium,Large,45,0
Nairobi - Nyari,House,4 bedrooms,4.0,"0,4 m²",250000,19 February 2026,"Alarm, En Suite, Fibre Internet, Balcony, Garden, Parking, Staff Quarters, Bus Stop, Scenic View, School",0,4.0,4,Nyari,1,2026-02-19,19,2,3,"Alarm, En Suite, Fibre Internet, Balcony, Garden, Parking, Staff Quarters, Bus Stop, Scenic View, School",10,1,0,0,1,0,0,1,0,62500.0,1.0,8.0,1.0,0.5,Small,Budget,Medium,20,0
Nairobi - Lavington,House,4 bedrooms,4.0,,650000,19 February 2026,"Alarm, En Suite, Service Charge Included, Fibre Internet, Walk In Closet, Gated Community, Kids Play Area, Parking, Garden, BBQ, Balcony, CCTV, Staff Quarters, Scenic View, Shopping Centre, School",1,300.0,4,Lavington,1,2026-02-19,19,2,3,"Alarm, En Suite, Service Charge Included, Fibre Internet, Walk In Closet, Gated Community, Kids Play Area, Parking, Garden, BBQ, Balcony, CCTV, Staff Quarters, Scenic View, Shopping Centre, School",16,1,0,0,1,1,0,1,1,2166.6666666666665,1.0,8.0,75.0,2.5,Medium,Luxury,Medium,102,0
Nairobi - Thigiri,House,5 bedrooms,3.0,,350000,04 February 2026,"Backup Generator, En Suite, Walk In Closet",1,320.0,5,Thigiri,1,2026-02-04,4,2,2,"Backup Generator, En Suite, Walk In Closet",3,0,0,0,0,0,1,0,0,1093.75,1.6666666666666667,8.0,64.0,1.5,Large,Mid-Range,Large,10,0
Nairobi - Lavington,House,4 bedrooms,4.0,,380000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, School, Shopping Centre",1,300.0,4,Lavington,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, School, Shopping Centre",19,1,0,0,1,1,1,1,1,1266.6666666666667,1.0,8.0,75.0,4.0,Medium,Mid-Range,Medium,102,0
Nairobi - Thigiri,House,5 bedrooms,6.0,"6.070,2 m²",450000,19 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",0,6.0702,5,Thigiri,1,2026-02-19,19,2,3,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",19,1,0,0,1,1,1,1,0,74132.64801818722,0.8333333333333334,11.0,1.21404,3.0,Small,Premium,Large,10,0
Nairobi - Lavington,House,3 bedrooms,1.0,,230000,19 February 2026,"Fibre Internet, Service Charge Included, Walk In Closet, En Suite, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, School, Shopping Centre",1,239.0,3,Lavington,1,2026-02-19,19,2,3,"Fibre Internet, Service Charge Included, Walk In Closet, En Suite, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, School, Shopping Centre",13,1,0,0,1,0,0,1,1,962.3430962343097,3.0,4.0,79.66666666666667,1.5,Medium,Budget,Medium,102,0
Nairobi - Kyuna,House,5 bedrooms,6.0,,375000,19 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",1,320.0,5,Kyuna,1,2026-02-19,19,2,3,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop",21,1,0,1,1,1,1,1,1,1171.875,0.8333333333333334,11.0,64.0,6.0,Large,Mid-Range,Large,10,0
Nairobi - Kitisuru,House,4 bedrooms,4.0,,390000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Kitisuru,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1300.0,1.0,8.0,75.0,2.0,Medium,Mid-Range,Medium,27,0
Nairobi - Runda,House,5 bedrooms,5.0,"0,5 m²",450000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,5.0,5,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,90000.0,1.0,10.0,1.0,2.0,Small,Premium,Large,85,0
Nairobi - Runda,House,5 bedrooms,5.0,,600000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Runda,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1875.0,1.0,10.0,64.0,2.0,Large,Premium,Large,85,0
Nairobi - Kitisuru,House,2 bedrooms,2.0,,277350,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,177.5,2,Kitisuru,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",13,1,0,0,1,0,1,1,0,1562.5352112676057,1.0,4.0,88.75,2.0,Small,Mid-Range,Small,27,0
Nairobi - Karen,House,5 bedrooms,5.0,,350000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Karen,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1093.75,1.0,10.0,64.0,2.0,Large,Mid-Range,Large,45,0
Nairobi - Rosslyn,House,4 bedrooms,4.0,300 m²,350000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,300.0,4,Rosslyn,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1166.6666666666667,1.0,8.0,75.0,2.0,Medium,Mid-Range,Medium,7,0
Nairobi - Kitisuru,House,5 bedrooms,5.0,,671000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Kitisuru,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,2096.875,1.0,10.0,64.0,2.0,Large,Luxury,Large,27,0
Nairobi - Loresho,House,5 bedrooms,5.0,2.024 m²,600000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,2.024,5,Loresho,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",15,1,1,0,1,0,1,1,0,296442.6877470356,1.0,10.0,0.4048,5.0,Small,Premium,Large,9,0
Nairobi - Karen,House,5 bedrooms,5.0,,450000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Karen,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Bus Stop, Shopping Centre, Hospital, School",13,1,0,0,0,0,1,1,0,1406.25,1.0,10.0,64.0,2.0,Large,Premium,Large,45,0
Nairobi - Lavington,House,5 bedrooms,5.0,526 m²,360000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,526.0,5,Lavington,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,684.4106463878327,1.0,10.0,105.2,2.0,Very Large,Mid-Range,Large,102,0
Nairobi - Kitisuru,House,2 bedrooms,2.0,,300000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,177.5,2,Kitisuru,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1690.1408450704225,1.0,4.0,88.75,2.0,Small,Mid-Range,Small,27,0
Nairobi - Runda,House,3 bedrooms,3.0,380 m²,360000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School",0,380.0,3,Runda,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Hospital, School",15,1,0,0,1,0,1,1,1,947.3684210526316,1.0,6.0,126.66666666666667,3.0,Large,Mid-Range,Medium,85,0
Nairobi - Runda,House,4 bedrooms,4.0,,580500,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Runda,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Swimming Pool, Bus Stop, Shopping Centre, Hospital, School",15,1,1,0,1,0,1,1,0,1935.0,1.0,8.0,75.0,5.0,Medium,Premium,Medium,85,0
Nairobi - Rosslyn,House,4 bedrooms,4.0,,350000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, Gym, CCTV, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,300.0,4,Rosslyn,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, Gym, CCTV, Swimming Pool, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",16,1,1,1,1,1,1,1,0,1166.6666666666667,1.0,8.0,75.0,8.0,Medium,Mid-Range,Medium,7,0
Nairobi - Runda,House,4 bedrooms,4.0,220 m²,350000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,220.0,4,Runda,1,2026-02-16,16,2,0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1590.909090909091,1.0,8.0,55.0,2.0,Medium,Mid-Range,Medium,85,0
Nairobi - Lavington,House,4 bedrooms,4.0,267 m²,130000,19 February 2026,"Aircon, Alarm, En Suite, Fibre Internet, Backup Generator, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Kids Play Area, Gated Community, Wheelchair Access, Borehole, Bus Stop, Golf Course, Scenic View, Hospital, School, Sea View, Shopping Centre",0,267.0,4,Lavington,1,2026-02-19,19,2,3,"Aircon, Alarm, En Suite, Fibre Internet, Backup Generator, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Kids Play Area, Gated Community, Wheelchair Access, Borehole, Bus Stop, Golf Course, Scenic View, Hospital, School, Sea View, Shopping Centre",27,1,1,1,1,1,1,1,1,486.89138576779027,1.0,8.0,66.75,9.0,Medium,Budget,Medium,102,0
Nairobi - Karen,House,5 bedrooms,4.0,,460000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Karen,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1437.5,1.25,9.0,64.0,2.0,Large,Premium,Large,45,0
Nairobi - Kiambu Road,House,4 bedrooms,4.0,220 m²,150000,19 February 2026,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",0,220.0,4,Kiambu Road,1,2026-02-19,19,2,3,"Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,681.8181818181819,1.0,8.0,55.0,2.0,Medium,Budget,Medium,19,0
Nairobi - Karen,House,5 bedrooms,5.0,,490000,19 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",1,320.0,5,Karen,1,2026-02-19,19,2,3,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School",14,1,0,0,1,0,1,1,0,1531.25,1.0,10.0,64.0,2.0,Large,Premium,Large,45,0
Nairobi - Thigiri,House,4 bedrooms,3.0,"6.070,2 m²",450000,19 February 2026,"Alarm, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Staff Quarters, Parking, Golf Course, Hospital, Scenic View, School, Shopping Centre",0,6.0702,4,Thigiri,1,2026-02-19,19,2,3,"Alarm, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Staff Quarters, Parking, Golf Course, Hospital, Scenic View, School, Shopping Centre",15,1,0,0,1,1,0,1,0,74132.64801818722,1.3333333333333333,7.0,1.51755,1.5,Small,Premium,Medium,10,0
Nairobi - Kiambu Road,House,4 bedrooms,5.0,345 m²,230000,26 June 2025,"Aircon, Serviced, Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",0,345.0,4,Kiambu Road,1,2025-06-26,26,6,3,"Aircon, Serviced, Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",27,1,1,1,1,1,1,1,1,666.6666666666666,0.8,9.0,86.25,9.0,Large,Budget,Medium,19,0
